name,site,subtypes,category,type,phone,full_address,city,latitude,longitude,rating,reviews_link,reviews_tags,photo,street_view
Triveni Womens Hostel,,Hostel,Student dormitory,Hostel,+91 97004 62607,"Triveni Womens Hostel, Arunodaya Colony, Vittal Rao Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4455625,78.387766,3.8,"https://search.google.com/local/reviews?placeid=ChIJoQxMnWCRyzsRbl4ZB915Xus&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5Cut2fF8kbJv1SPJRM3hSA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=84.1846&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5Cut2fF8kbJv1SPJRM3hSA&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=84.1846&pitch=0&thumbfov=100
Star Marigold Womens PG,,Working women's hostel,Working women's hostel,Working women's hostel,,"Opposit, Medicover Hospitals Rd, Patrika Nagar, HITEC City, Hyderabad, Telangana 500081",Hyderabad,17.4473037,78.3798338,5,"https://search.google.com/local/reviews?placeid=ChIJ9_NuSeSTyzsRE2DKxBxAFRc&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IzUZD4w_SpupuB36kiBehQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=170.1492&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IzUZD4w_SpupuB36kiBehQ&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=170.1492&pitch=0&thumbfov=100
Ladies hostel in Madhapur Hermitage E G Guest House,,"Working women's hostel, Girls' hostel, Guest house, Home Stay, Hostel",Working women's hostel,Working women's hostel,+91 91600 77776,"1-98/5/B/A, Madhapur, Near, Capital Pk Rd, HITEC City, Hyderabad, Telangana 500081",Hyderabad,17.4490679,78.3858028,1.8,"https://search.google.com/local/reviews?placeid=ChIJi3CWQs-RyzsRkIwOE11w2BY&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipPDHBlFm12RDrLI0GutxFV-ExLle4puKKlsSxRa=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPDHBlFm12RDrLI0GutxFV-ExLle4puKKlsSxRa=w1600-h1000-k-no
Vedhasri women's luxury pg and hostel,,Working women's hostel,Working women's hostel,Working women's hostel,+91 94418 48631,"F927+PQC central Biryani, Spar, opp. Kakathiya hospital road, Anjaiah Nagar, Gachibowli, Hyderabad, Telangana 500032",Hyderabad,17.4518133,78.3643849,4.1,"https://search.google.com/local/reviews?placeid=ChIJgbj-soOTyzsRkB-ws_fBwX0&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipPAYVRT9L6kS__eDgJ2S5fjKRPjZ_rcb4Dhqh4M=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPAYVRT9L6kS__eDgJ2S5fjKRPjZ_rcb4Dhqh4M=w1600-h1000-k-no
Sri Charvi Executive PG-for Women,,Working women's hostel,Working women's hostel,Working women's hostel,,"Road No. 7, C9WH+3W3, Patrika Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4451353,78.3797921,4.3,"https://search.google.com/local/reviews?placeid=ChIJ_7_hcwCTyzsRPuP0FtpjgWg&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-6OH8efDwcCSbA54ohadHw&cb_client=search.gws-prod.gps&w=800&h=500&yaw=228.19778&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipMM9Un8xzJrH93zkiXk9OGKpiUXSSXtydkqSfLk=w1600-h1000-k-no
Abhishrey Executive Women's Hostel,,"Working women's hostel, Hostel",Working women's hostel,Working women's hostel,+91 40 6554 2424,"C9VQ+67J, Hitech City Rd, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4430878,78.3881559,3.3,"https://search.google.com/local/reviews?placeid=ChIJ4SEXXF6RyzsRQ_q1T2aOiro&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEa4svBrd_zetDDhMs0W0QJwnZSdEmWgre7o2a-EBErrIQIKdelOOIR7n7ud6R0Z_nmNrXnvb8cAwMxgauPRoXfsVuvsNNYozgJuLDRbvmzwbigq6EvjYDOrCS8dZZl_j-30zVCMQ-Jre3a_MNUzLf4HOGy72m8LRp_0OJrjEaGKi1Vze-saVoXWNGj0FJc6ztvBBM=w800-h500-k-no,https://lh3.googleusercontent.com/gps-proxy/ALd4DhEa4svBrd_zetDDhMs0W0QJwnZSdEmWgre7o2a-EBErrIQIKdelOOIR7n7ud6R0Z_nmNrXnvb8cAwMxgauPRoXfsVuvsNNYozgJuLDRbvmzwbigq6EvjYDOrCS8dZZl_j-30zVCMQ-Jre3a_MNUzLf4HOGy72m8LRp_0OJrjEaGKi1Vze-saVoXWNGj0FJc6ztvBBM=w1600-h1000-k-no
Women's Hostel,,Association / Organization,Association / Organization,Association / Organization,,"Sri Lakshmi Women's Hostel, 1-88, Patrika Nagar, HITEC City, Hyderabad, Telangana 500081",Hyderabad,17.4456975,78.3793073,4,"https://search.google.com/local/reviews?placeid=ChIJYR2jHnOTyzsRdrpQyIwkTkA&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WZPE4n5t6bYiC2EaAaK9eg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=15.936505&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WZPE4n5t6bYiC2EaAaK9eg&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=15.936505&pitch=0&thumbfov=100
Honey Homes PG Accommodation,,Working women's hostel,Working women's hostel,Working women's hostel,,"C9VQ+7CH, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4431877,78.388612,4.4,"https://search.google.com/local/reviews?placeid=ChIJJd5qsFmRyzsRRYDUvPjPGKc&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipMMyoXgRu-VHd480wbhxrZ7tI5JDFOKUKN3FEjW=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMMyoXgRu-VHd480wbhxrZ7tI5JDFOKUKN3FEjW=w1600-h1000-k-no
Sri Sai Durga Kalyani Women's Hostel Block No 2,,Working women's hostel,Working women's hostel,Working women's hostel,,"HNo 1471-C9-181, Road, No 4, Hanuman Temple Rd, beside Siddique Nagar, Hyderabad, Telangana 500032",Hyderabad,17.4497766,78.370611,3.5,"https://search.google.com/local/reviews?placeid=ChIJFemxYSGTyzsRtMzdttz2vAI&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipPxaymOv3cNGnBt6oONDUfZnArzObcnF-xDF0rL=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPxaymOv3cNGnBt6oONDUfZnArzObcnF-xDF0rL=w1600-h1000-k-no
Nest Hostel For Women,https://atnest.in/,"Working women's hostel, Girls' hostel",Girls' hostel,Working women's hostel,+91 90306 90306,"Plot No: 16, near BOB Bank, Arunodaya Colony, Jaihind Enclave, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4463262,78.387483,,,,https://lh5.googleusercontent.com/p/AF1QipPUmNNXdaPvUriX7Tn9TTGpiGzUOZe9DWjCcDek=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPUmNNXdaPvUriX7Tn9TTGpiGzUOZe9DWjCcDek=w1600-h1000-k-no
Classic Executive Ladies Hostel & P.G Accommodation,,Working women's hostel,Working women's hostel,Working women's hostel,+91 77319 57428,"H.No.2-53, Plot No. 9, Hitech City Rd, Megha Hills, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4414052,78.3922663,2.7,"https://search.google.com/local/reviews?placeid=ChIJt_HSZ1yRyzsR-jIplsx7WOU&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=boryNJfE7vUDlZ16N2Cetg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=8.719476&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=boryNJfE7vUDlZ16N2Cetg&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=8.719476&pitch=0&thumbfov=100
Sharada Hostel For Women,,Working women's hostel,Working women's hostel,Working women's hostel,,"HUDA Techno Enclave, HITEC City, Hyderabad, Telangana 500081",Hyderabad,17.4452654,78.3810147,3.9,"https://search.google.com/local/reviews?placeid=ChIJbcyLKd6TyzsRDf8x02w6fKE&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipN-0SIrTYqisKMJtg64iX3C51L64bgc2O3Sgod9=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipN-0SIrTYqisKMJtg64iX3C51L64bgc2O3Sgod9=w1600-h1000-k-no
Sri Sai Women's Hostel,,Working women's hostel,Working women's hostel,Working women's hostel,+91 78990 96345,"No. 2-62/3/4, PRK Residency, Street No. 3, Gachibowli, Hyderabad, Telangana 500032",Hyderabad,17.4448221,78.3623157,2.6,"https://search.google.com/local/reviews?placeid=ChIJH6PZEcCTyzsR0hi0SaIT5ms&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ikaF-OKOCKyQ4570m1VNWA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=50.905907&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipORcfTwFxvNAnvmgXC0h43K2rFWpZmvIph-55ZG=w1600-h1000-k-no
Exotica - Premium Living for Women. By ACTS Hospitality Services LLP,http://exoticapremiumliving.com/,Working women's hostel,Working women's hostel,Working women's hostel,+91 90889 56789,"BP Raju Marg, Venkat Enclave, Whitefields, Kondapur, Telangana 500081",Kondapur,17.4555724,78.3653719,4.8,"https://search.google.com/local/reviews?placeid=ChIJ3by83OqTyzsReAFfeH7FK7M&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipMtUa4s7kt3NkbQkxHj6liTaeJth4awGa1QPObr=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMtUa4s7kt3NkbQkxHj6liTaeJth4awGa1QPObr=w1600-h1000-k-no
Sri Sai Bala Tripura Sundari Women's Hostel,,Working women's hostel,Working women's hostel,Working women's hostel,,"C9RV+7H8, Hitech City Rd, Andra Basti, Guttala_Begumpet, Sri Rama Colony, Madhapur, Hyderabad, Telangana 500033",Hyderabad,17.4406521,78.3939601,3.9,"https://search.google.com/local/reviews?placeid=ChIJqzJ0JSKRyzsR9gCpbgWDBB8&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=59aDyg35mdKQ_hpPPzLgTA&cb_client=search.gws-prod.gps&w=800&h=500&yaw=23.673409&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipOhf0rGCrw-RGB-t3gmy2RqDn2IhB_uEaqNYA03=w1600-h1000-k-no
BK WOMEN'S HOSTEL AND PG,,Hostel,Student dormitory,Hostel,,"Madhapur, near to fresh n quality supermarket, Arunodaya Colony, Hyderabad, Telangana 500081",Hyderabad,17.4455815,78.3870728,2.5,"https://search.google.com/local/reviews?placeid=ChIJcRi2KYeRyzsR28YinHL8FoY&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ApOC3Rs75uksmAy2seW94A&cb_client=search.gws-prod.gps&w=800&h=500&yaw=38.902664&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ApOC3Rs75uksmAy2seW94A&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=38.902664&pitch=0&thumbfov=100
Guru Mokshitha Womens Hostal,,Hostel,Student dormitory,Hostel,+91 70363 67049,"kasibayi Nilayam, 1-30/1, Guttala_Begumpet, Sri Rama Colony, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4403888,78.395583,3.9,"https://search.google.com/local/reviews?placeid=ChIJIyQzq1yRyzsRqTlM57aYkxY&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipMN_YIm0Q-ThSgMNKnAqQkrUC5aSj9MdKzOV0zj=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMN_YIm0Q-ThSgMNKnAqQkrUC5aSj9MdKzOV0zj=w1600-h1000-k-no
My Space Premium Living for Girls,,"Working women's hostel, Girls' hostel, Hostel",Student dormitory,Working women's hostel,+91 77023 16670,"Plot No. 690, Road No. 37, 100 Feet Rd, near Scuti Tech Labs Pvt. Ltd, Ayyappa Society, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4532049,78.3948552,4.5,"https://search.google.com/local/reviews?placeid=ChIJERHVys6RyzsRdDc7WxhfJOA&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOI6Cd457Fhh2kCpNLq3vOg0_gus5i4aOjNr1FD=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOI6Cd457Fhh2kCpNLq3vOg0_gus5i4aOjNr1FD=w1600-h1000-k-no
Barbie Girls Hostel A Block,,Girls' hostel,Girls' hostel,Girls' hostel,+91 99484 44044,"VKR Arcade, House No. 1-98/9/3/41, Plot No. 44, Silicon Valley Image Garden Road, Madhapur, HITEC City, Hyderabad, Telangana 500081",Hyderabad,17.4495363,78.3861744,3.7,"https://search.google.com/local/reviews?placeid=ChIJr0j5vGGRyzsR20eM4n8SWTw&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipPJ105Qv7r6FjXX-US8_1MUFZGDxPocDVo-nwMB=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPJ105Qv7r6FjXX-US8_1MUFZGDxPocDVo-nwMB=w1600-h1000-k-no
AKSHAYA WOMENS PG,,"Working women's hostel, Backpacker Hostel",Working women's hostel,Working women's hostel,+91 99493 93783,"near Durgam cheruvu metro station, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500082",Hyderabad,17.4429253,78.3880301,2.1,"https://search.google.com/local/reviews?placeid=ChIJYedl7qiRyzsRo3G0eSGi9cg&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Wp-eon6Ngl4nXxrww2tHjg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=17.192299&pitch=0&thumbfov=100,https://lh5.googleusercontent.com/p/AF1QipM7tZpVu5UmSW4qZX-q_J1YZk6NneCVyEOl9vVF=w1600-h1000-k-no
Anjali Executive Women's PG,,Working women's hostel,Working women's hostel,Working women's hostel,+91 99891 18879,"2-91/74/202, Vishnu homes Besides At homes, Whitefields, Kondapur, Telangana 500084",Kondapur,17.4551527,78.3699227,4.4,"https://search.google.com/local/reviews?placeid=ChIJZdWMLIyTyzsRb9igNYD3ZJs&q=working+womens+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipM5pm-xBXuclN9EXwAsIjRyHFxrlMnunLibJVjo=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipM5pm-xBXuclN9EXwAsIjRyHFxrlMnunLibJVjo=w1600-h1000-k-no
Kygo Hostels,http://www.kygohostels.com/,Backpacker Hostel,Hostel,Backpacker Hostel,+91 78791 41430,"Lotus Pond, 564-A/32, Road No. 86, near MGM Pharma, MLA Colony, Banjara Hills, Hyderabad, Telangana 500096",Hyderabad,17.4144314,78.4211052,4.4,"https://search.google.com/local/reviews?placeid=ChIJmRUwOE-XyzsR68u79ZcXJ1w&q=youth+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipNEHh3NlDHd9XtbQMI2jU-HXMyz7Vz_FC9q50_Q=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNEHh3NlDHd9XtbQMI2jU-HXMyz7Vz_FC9q50_Q=w1600-h1000-k-no
COSMIC CO-LIVING,,Backpacker Hostel,Hostel,Backpacker Hostel,+91 70322 33643,"15A, Prashant Hills, Hyderabad, Rai Durg, Telangana 500008","Hyderabad, Rai Durg",17.421123,78.3821364,5,"https://search.google.com/local/reviews?placeid=ChIJ4RmbXACVyzsRrlN_43JUAeM&q=youth+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOWqdJ70BsphJsy0irrFE-eEjyTjPtET3lsdaYd=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOWqdJ70BsphJsy0irrFE-eEjyTjPtET3lsdaYd=w1600-h1000-k-no
SS Happy Home's CoLiving/PG/Paying Guest,https://sshappyhomes.com/,"Furnished apartment building, Youth Hostel",Furnished apartment building,Furnished apartment building,+91 89770 12282,"Pearl Village Rd Number 2, Masjid Banda, CMC Enclave, Kondapur, Hyderabad, Telangana 500084","Kondapur, Hyderabad",17.4629817,78.3456429,4.8,"https://search.google.com/local/reviews?placeid=ChIJ5fy3PcSTyzsR84uxHJMZHhc&q=youth+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipPYjgs-qxd6xk-g_oC4xM8uPxYXsM13xUfO_IL6=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPYjgs-qxd6xk-g_oC4xM8uPxYXsM13xUfO_IL6=w1600-h1000-k-no
Shepherd Stories - Community stay for Social Entrepreneurs,,"Backpacker Hostel, Art cafe, Arts organization, Coffee roasters, Coffee shop, Coffee store, Coffee wholesaler, Cultural center, Forestry service, Performing arts group",Hostel,Backpacker Hostel,+91 97047 90696,"B 70, Lane, behind Lexus showroom, Jubilee Hills, Hyderabad, Telangana 500033",Hyderabad,17.4171425,78.4138441,4.6,"https://search.google.com/local/reviews?placeid=ChIJRwTUGreXyzsR2bt2MP94B48&q=youth+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipMVe-fJHkEvp4Dln5CMh1uQDTnm2K3ZCn6Lr60F=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMVe-fJHkEvp4Dln5CMh1uQDTnm2K3ZCn6Lr60F=w1600-h1000-k-no
SS MENS PG AND HOSTEL,,Backpacker Hostel,Hostel,Backpacker Hostel,,"C9VQ+M78, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",Hyderabad,17.4441647,78.3882171,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6vZYRL0HKdQpbKX88vFd0g&cb_client=search.gws-prod.gps&w=800&h=500&yaw=203.4108&pitch=0&thumbfov=100,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6vZYRL0HKdQpbKX88vFd0g&cb_client=search.gws-prod.gps&w=1600&h=1000&yaw=203.4108&pitch=0&thumbfov=100
Boston Living,http://www.bostonliving.com/,Hostel,Student dormitory,Hostel,+91 91540 92636,"White Field Rd, Ashok Nagar, Venkat Enclave, Whitefields, HITEC City, Kondapur, Telangana 500081",Kondapur,17.4541268,78.3659522,4.1,"https://search.google.com/local/reviews?placeid=ChIJb3N4l4OTyzsRRXgOKILRh6w&q=youth+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipN3cjZeKTuDmDo8mmw5a3bAmgO_62j-ArgPFOuB=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipN3cjZeKTuDmDo8mmw5a3bAmgO_62j-ArgPFOuB=w1600-h1000-k-no
Housr 38 Kondapur,https://housr.in/hyderabad,"Condominium complex, Backpacker Hostel",Condominium complex,Condominium complex,+91 90909 08778,"Plot NO-134,SY, CMC Layout, Housr 38, 192, Botanical Garden Rd, Masjid Banda, Kondapur, Telangana 500084",Kondapur,17.4636577,78.3462592,4.2,"https://search.google.com/local/reviews?placeid=ChIJO8YSII2TyzsREGQAI3NgJ4U&q=youth+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOaGeAOvRbx448EwY7DHQU1C7n-qg3fPLmEKoyk=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOaGeAOvRbx448EwY7DHQU1C7n-qg3fPLmEKoyk=w1600-h1000-k-no
KSR INN ...LUXURY SUITES &SERVICE APARTMENTS,http://ksrinn.com/,"Backpacker Hostel, Guest house, Hotel, Service Apartment",Hostel,Backpacker Hostel,+91 99638 50287,"Hitex Road, Izzathnagar, Shilpa Hills, Kothaguda, Hyderabad, Telangana 500084","Kothaguda, Hyderabad",17.4688811,78.375791,4.5,"https://search.google.com/local/reviews?placeid=ChIJnyo-VDaTyzsRPeReNKrYOVU&q=youth+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipPMey6K-UrIv8M_MRUsW5J4PUgEQJhfjXmaOfrg=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPMey6K-UrIv8M_MRUsW5J4PUgEQJhfjXmaOfrg=w1600-h1000-k-no
Lotus View Living by Three Peace Soup,,"Event venue, Backpacker Hostel, Snack bar",Event venue,Event venue,,"5th Floor, Prasanthi Towers, Federal Bank Premises, Road No. 92, near Lotus Pond, MLA Colony, Jubilee Hills, Hyderabad, Telangana 500096",Hyderabad,17.41505,78.4214473,4.7,"https://search.google.com/local/reviews?placeid=ChIJzzUsRgaXyzsRqCyTorqwM7o&q=youth+hostel,+500081,+Hyderabad,+Telangana,+IN&authuser=0&hl=en&gl=IN",,https://lh5.googleusercontent.com/p/AF1QipOK6V6uCRQXlS_3MY-SMs2qGNDgWvT0SMaXr4rC=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOK6V6uCRQXlS_3MY-SMs2qGNDgWvT0SMaXr4rC=w1600-h1000-k-no
